Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,
"Oct-6

AM
5min Easy Cyclical
5min Active Mob / Joint Prep
5min Empty Bar Snatch Prep
+
[Snatch Strength]
A. Chaos OHS (4 x 4) @ 2222
*RPE 6-7
B. 3 Low Hang Power Snatch + 3 Hip Squat Snatch (4 Sets) 95-135lb
*move feet like you want to for a heavy squat snatch for all reps
C. OHS; 3s lower (4 x 4) 165-185-195-200lb
*goal loads +/- 5lb
*use the extended eccentric to work for great depth
D. 4 Sets: (rest 2:00 b/t)
-400m Row @ 3k Pace / Effort
-4 Squat Snatch @ 165lb
*goal load +/- 5lb
E. Snatch Grip Deadlift: Build to Heavy 3
*use straps
F1. Glute Ham Raise (6 x 4) 3s lower
F2. Copenhagen Plank with Bottom Leg Sweeps (6 x 8)
*alternate working leg each set

PM 
5min AirBike @ Easy Pace
10min Run @ Easy Pace
+
[Flux Run]
6 Sets (4:00 On, 1:00 Off)
*Odd Sets: AMRAP
-8 TTB
-13 WB
-34 DU
*Even Sets: Run @ Max Recovery Pace
+
10:00 Run @ Easy Pace
5min AirBike @ Easy Pace
5min Box Breathing @ 4444","Oct-7

AM
[Extended Sport Conditioning]
5:00 Row @ Easy Pace
5:00 Prep Mvmts
5:00 Row @ Moderate Pace
...into...
EMOM 28-35:00
1) 30s Max Row Cals
2) 30s Max BJO; Step-Down 24""
3) 30s Max Burpee Pull-Ups
4) 30s Max Row Cals
5) 30s Max DB Front Rack Lunge 50's
6) 30s Max RMU
7) Rest
...into...
5:00 Row @ Moderate Pace
5:00 Foam Roll / Stretch
5:00 Row @ Easy Pace

PM 
[Polarized AirBike]
Foam Roller Routine
10:00 AirBike @ Zone 2 HR
...into...
Every 2:00 x 6 Sets:
-15s AirBike Sprint @ Max Effort
...into...
10:00 AirBike @ Zone 2 PACE
5min Box Breathing @ 4444","Oct-8

AM
[Clean & Jerk Strength]
A1. Banded Hamstring Curls (3 x 15)
*after 15th rep, hold in shortened end range for 15s
A2. Hip Extension from Saddle Pose (3 x 15s stretch into 5 pulses)
*sitting in saddle, pushing the hip up as far as you can (probably a few inches) and then returning to saddle
B1. 90-90 Hip Rotations with Internal Rotation Lift-Off (4 x 8)
*on each rep / rotations, lift trail foot off the floor 3 times (hip internal rotation)
B2. Frog Glute Bridge (4 x 8) 2s pause at top of each
C. 5 Sets:
-1.1.1 Box Jump; from Squat 30""
-3 Thrusters 95-115-135-155-165lb
*recovery airbike 2min b/t sets*
D. E2M x 6 Sets: 
-1 Power Clean + Hang Squat Clean + Front Squat + Split Jerk
*start at RPE 6 and build to RPE 8.5 / heavy but quality
E. RLE Split Squat; Hand-Supported (3 x 12-17ea)
*53lb kb by side
*see video for setup

PM
A. HS Prep Routine
B. 5min HS Hold Practice
C. 5min HSW Refinement
+
[Fatigued Pressing]
4 Sets: (rest 1:1 b/t)
-30 Cal BikeErg
-15 HSPU; first 5 strict
-30 Cal SkiErg
-15 BBJO 24""
+
[VO2 Development]
4 Sets: (rest 1:1 b/t)
-30 Cal SkiErg
-30 Cal BikeErg
*start @ 85% 
*final set @ high effort
+
10min Easy Cyclical
5min Box Breathing @ 4444","Oct-9

(Active Recovery)

6-8 Sets:
-3:00 Easy AirBike
-2:00 Foam Rolling","Oct-10

AM [Threshold Run]
5-10:00 Easy Run
+
4-6 Rounds:
-4:00 Run @ 10k Pace
-2:00 Run @ 10k Pace +90s/mi
+
5min Walk
5min Self-Directed Mobility
5min Box Breathing @ 4444

PM
5min Easy Cyclical
5min Active Mob / Joint Prep
5min Empty Bar Snatch Prep
+
[Snatch & Pressing Strength]
A. Chaos OHS (4 x 4) @ 2222
*RPE 6-7
B1. 3 Low Hang Power Snatch + 3 Hip Squat Snatch (4 Sets) 95-135lb
*move feet like you want to for a heavy squat snatch for all reps
B2. WF HSPU (4 x AMRAP-2) 
C. Every 2:00 x 4 Sets:
-:00-:15 | Max Snatch 135lb
-:30-:45 | Max Strict Ring Dip
D1. sCTB (3 x AMRAP-1) 
D2. Bench Press (2 x AMRAP-2) 165lb
E. E90s x 5 Sets: 4 Snatch Pull to Hip @ 225lb
*pin bar to hip for 2s at top of each rep
F. Snatch Grip RDL (2 x 10-12) 135-165lb
*use straps - 2s lower
+
[Grinder Sport Conditioning]
G. Move Through @ Cruise Pace
*not a metcon, just simple conditioning*
*target RPE is 7/10 at finish*
-30 Wall Ball
-30 Calorie Row
-30 Toes-to-Ring
-30 Calorie Row
-30 Box Jump Over, Step Down 24""
-30 Calorie Row
-30 GHD
-30 Calorie Row
-30 Pull-Ups
-30 Calorie Row
+
10-15:00 Self-Directed Mobility","Oct-11

3:00 AirBike; Cruise, Nasal
+
A1. Alt. Russian Step-Up (2 x 8) 24""
A2. Alternating Lizards (2 x 8)
A3. Supinated Dead Hang (2 x 20s)
B1. Cook Hip Lift (2 x 5 / side)
B2. Banded Good Morning (2 x 10-12) 
B3. PNF Elevated Cat (2 x 20s)
C1. Soles-to-Wall HS Hold (3 x 10-15s)
C2. Single Pull to Reach; on Climbing Rope (3 x 1.1)
C3. Lateral BBJO (3 x 4) 24/20""
D. Move Through...
-10 GHD Sit-Ups
-10 Lateral BBJO 24/20""
-1 Rope Climb 15ft
-1 HSW 15ft
-1 Rope Climb 15ft
-1 HSW 15ft
+
""Two By Fifteen""
AMRAP 15:00
-80 GHD Sit-Ups
-40 Lateral BBJO 24/20""
...
Max Rounds in Remainder
-2 Rope Climb 15ft
-2 Handstand Walks 15ft
...
rest 3-5min
...
30:00 BikeErg @ Zone 3 Live HR
*nasal breathing only
+
5-10min Choice Mobility","Oct-12

(Rest)",Averages
0,,,,,,,0
0,,,,,,,0
35-lb KBs / 95-110-125-135 / 165-185-195-200 / 2:07-2:03-2:01-1:57 / 3+3 - 3+1 - 3+3 / 750M - 730M - 720M,10-10-10-10-10 1st row / 15-16-16-15-16 BJO / 6-7-7-7-7 / 10-10-10-10-9 2nd row / 5x12 lunges / 6-6-6-6-7 RMU,170-185-200-215-230-245 / not great HS hold results this week / 4 X 25'x2 on the 1:15 / 5:23-5:04-5:04 (got confused on the timing on this one)-5:06,,"7:50-7:47-8:00 miles (6,100 M) / 8-6-6-5 WFHSPU / 6-6-7-7 Snatch -- 8-8-10-10 Dips","134 reps (3+2) / 499 cals (15,018 M)",,
,,,,,,,
"Sept-29

AM
5min Easy Cyclical
5min Active Mob / Joint Prep
5min Empty Bar Snatch Prep
+
A. Chaos OHS (4 x 4) @ 2222
*RPE 6-7
B. 3 Low Hang Power Snatch + 3 Hip Squat Snatch (4 Sets) 95-135lb
*move feet like you want to for a heavy squat snatch for all reps
C. Pausing OHS (4 x 4) 185lb
D. AMRAP 5:00 @ Quality Focused
-Squat Snatches @ 165lb
*make each one snappy & crisp
E. Snatch Grip Deadlift: Build to Heavy 5
F. Glute Ham Raise (5 x 5) 3s lower

PM 
5min AirBike @ Easy Pace
10min Run @ Easy Pace
+
[Flux Run]
6 Sets (4:00 On, 1:00 Off)
*Odd Sets: AMRAP
-6 Lateral BBJO 24""
-4 DB Thrusters 50's
-2 BMU
*Even Sets: Run @ Max Recovery Pace
+
10:00 Run @ Easy Pace
5min AirBike @ Easy Pace
5min Box Breathing @ 4444","March-25

(Run 1)
4 Sets: (rest 3:00 b/t)
-3:00 @ Zone 2
-2:00 @ Zone 3
-1:00 @ Zone 4
*walk first two min of rest

(Interval 1)
6 Sets: (rest 1:1)
-15 Cal Ski @ Strong Pace
-AMRAP-1 TTB
*note reps / set

(Short MetCon)
For Time
-Buy-In: 150 DU
...into...
18-15-12
-Thruster 105lb
-CTB
+
10min Bike Flush","Oct-1

[Clean & Jerk Strength]
A1. Banded Hamstring Curls (3 x 15)
*after 15th rep, hold in shortened end range for 15s
A2. Hip Extension from Saddle Pose (3 x 15s stretch into 5 pulses)
*sitting in saddle, pushing the hip up as far as you can (probably a few inches) and then returning to saddle
B1. 90-90 Hip Rotations with Internal Rotation Lift-Off (4 x 8)
*on each rep / rotations, lift trail foot off the floor 3 times (hip internal rotation)
B2. Frog Glute Bridge (4 x 8) 2s pause at top of each
C. 5 Sets:
-1.1.1 Box Jump; from Squat 30""
-1.1.1 Cluster 95-115-135-155-165lb
D. E90s x 7-9 Sets: 
-1 Squat Clean & Split Jerk
*start at 185 and build to RPE 8 / mod-heavy wt
*mainly form-focused sets
E. RLE Split Squat; Hand-Supported (3 x 10-15ea)
*53lb kb by side
*see video for setup
+
[Fatigued Pressing]
4 Sets: (rest 1:1 b/t)
-30 Cal BikeErg
-15 HSPU; first 5 strict
-30 Cal SkiErg
-15 BBJO 24""
+
[VO2 Development]
4 Sets: (rest 1:1 b/t)
-30 Cal SkiErg
-30 Cal BikeErg
*start @ 85% 
*final set @ high effort
+
10min Easy Cyclical
5min Box Breathing @ 4444","Oct-2

(Active Recovery)

6-8 Sets:
-3:00 Easy AirBike
-2:00 Foam Rolling","Oct-3

AM [Threshold Run]
10:00 Easy Run
+
[25:00 Clock]
800m Run @ 10k Pace +30s/mi
200m Jog
400m Run @ 10k Pace -10s/mi
200m Jog
+
5min Walk
5min Self-Directed Mobility
5min Box Breathing @ 4444

PM
5min Easy Cyclical
5min Active Mob / Joint Prep
5min Empty Bar Snatch Prep
+
A. Chaos OHS (4 x 4) @ 2222
*RPE 6-7
B. 3 Low Hang Power Snatch + 3 Hip Squat Snatch (4 Sets) 95-135lb
*move feet like you want to for a heavy squat snatch for all reps
C. EMOM 10:00: 3 Snatch High Pull @ 225lb
*reset on the floor b/t each
*keep hands on the bar
D. Snatch Grip RDL (3 x 8-10) 135-165lb
*use straps - 2s lower
+
E. “Coffee Grinder”
For Time (25:00 Cap)
-80 Wall Balls
-80 TTB
-80 DB Shoulder-to-Overhead
-80 DB Box Step-Over 24/20″
-80 DB Thruster
*single 50/35lb dumbbell
*20/14lb Medball
*one of our gym's workouts this week
+
15-20:00 Self-Directed Mobility","Oct-4

65 Calorie Row @ Easy Pace; nasal
+
3 Rounds
-20s Dead Hang
-8 Ring Row
-20s Handstand Hold; Agaist Wall
-5 Strict Press; empty bar
-8 Boot Strappers
+
EMOM 15:00
1) 5 Strict Pull-Ups*
2) 5 Push Press; RPE 6 --> 9
3) 5 Back Squat** - same load as min 2
*weight / assist to make challenging
**pause rep 1 for 2 seconds
+
Back Squat (5 x 5)
*go every 2:30, end heavy
+
Complete @ Wko Pace
-12 Calorie Row
-5-15 Bench Press 135/85lb
-12 Calorie Row
+
""Bench Betch""
For Time
-65 Calorie Row
-65 Bench Press 135/85lb
-65 Calorie Row
...
rest ~2min
...
15:00 Choice Bike @ Cruise Pace
+
A1. Banded External Rotatons (3 x 12ea)
A2. Seated Biceps Stretch (3 x 30s)
B. Hip Flexor Mobility Checklist","Oct-5

(Rest)",Averages
0,,,,,,,0
0,,,,,,,0
115 OHS / 👍 / 👍 / 23 reps / 195-210-225-235-240 / 3+6 - 3 + 5 - 3 + 2,Row 10-10-12-12 / WBs 15-15-15-15 / DUs 45-50-50-50 / 9-8-9-9 / Lunges 13-13-12-13 / TTB 15-16-16-16,5:12-4:56-5:10-5:03 / 3:08-3:08-3:09-2:54,,"7:48-7:56-7:54 mile splits / 12.5-11.0-13.0-11.0 (12.2 overall) kph paces (ran at 201; I pushed fairly hard, but this runner may be a bit faster than the one at home) / 330 reps (3:40 - 6:20 - 5:00 - 9:15 - 10 reps)",13:00 (miscounted planned sets and did 15 (75 total) by mistake),,
,,,,,,,
"Sept-22

(Snatch)
A. AMRAP 10:00: Alternating Turkish Get-Ups @ 53lb
+
5min Empty BB Prep
+
B. 1 Power Snatch + 2 OHS; 3s lower (8 Sets)
*RPE 5 --> 8
*mix of form-focused work & strength
C. Snatch Pull to Hip (4 x 4) 225lb

(Squat Primary)
A. Every 90s x 6 Sets:
-3 Band-Resisted Speed Front Squat 
*bar weight @ 50% and moderate band tension
*stand up each rep AFAP
B. 25 Front Squat for Time @ 225lb
*no rack
*make sure to hit depth / standard
C. AMRAP 2:00: DB Farmer's Step Back Lunge 50's
D. 5min BikeErg; Damper 1
E1. Couch Stretch (3 x 1:30 / side)
E2. Frog Stretch (3 x 1:30)

(Overhead 1)
A. KB Z-Press (3 x 6-8) 26's
B. Band-Assisted sHSPU (6 x AMRAP-2)
*rest 2:00 b/t
C. DB Lateral Raises (3 x 10-15) ~15's
*hands to head level / .75 of the way up

(Flux Intervals)
3 Rounds
-4:00 Echo @ Max Recovery Pace
-Rest 1:00-
-4:00 AMRAP @ Highest Repeatable Pace
--6 Lateral BBJO 24""
--8 Alt DB Snatch 70lb
--10 Toes-to-Bar
-Rest 1:00-
...after final set, go into...
15min Echo @ Zone 2 PACE*
*use normal zone 2 paces (not live HR)
+
2 Rounds
1min Elevated Achilles Stretch / side
1min Elevated Pigeon Stretch / side
1min Seated Biceps Stretch","Sept-23

(Run 1)
3min Walk
3min Run @ Easy
3min Dynamic Run Prep
3min Run @ Moderate
3min: 20s Run, 40s Walk
+
[Above / Below Intervals]
AMRAP 30:00
-400m Run @ 10k Pace -10-15s / Mile
-200m Recovery Jog
-800m Run @ 10k Pace +10-15s / Mile
-200m Recovery Jog
+
5min Walk 
5min Box Breathing @ 4444

(Interval 1)
1k Ski @ Ramping Pace
Hanging Gym Prep Routine
10:00 Choice HS Skill Work
+
Every 10:00 x 3 Sets:
-20 Cal Row
-10 BMU 
-10 BBJO 30""
-20 Cal BikeErg
...after final set immediately into...
10min AirBike @ Recovery Pace
+
10min Bike Flush
Foam Roller Routine","Sept-24

(Overhead 2)
A. Jerk Warm-Up 1.0
*includes some pause jerks in warm-up
B. BTN SJ
(4 x 2) Build to RPE 6
(3 x 1) Build to RPE 8
C. Front Squat + 2 Split Jerks (6 Sets)
*RPE 6-6-7.5-7.5-9-9
*training / technical max

(Inversion / Hinging)
4 Sets: (rest 2:00 b/t)
AMRAP 2:00
-1...2...3...
-Deadlift 315lb
-sHSPU
*looking for consistent movement & quailty reps over absolute scores

(Long MetCon)
3-4 Rounds @ Cruise Pace
-30 DB Snatch 50lb
-30 Drag / Heavy DU
-30 TTB
-30 Burpee; Lateral over Bar
*looking for this to be foundational style work, not a beat down that it easily could be
...
walk 5min
jog 15min
self-directed mobility 15min","Sept-25

(Rest)

*Optional Swim*","Sept-26

(Overhead 3)
A. HS Prep Routine
B. Static HS Holds (5:00 of Practice)
C. kHSPU (5 x AMRAP-2) 2"" Deficit
*rest 2:00 b/t on echo

(Squat Support)
A. Back Squat (3,3,AMRAP-1) 85%
B. Back Rack Step-Up (30 Reps / Leg) @ 115lb, 20""

(Interval 2)
3 Sets: (rest 1:1)
-15 Clean & Jerk 155lb
-25ft HSW
-5 RMU
-25ft HSW
-5 RMU
-25ft HSW
-5 RMU

(Easy Run Interruption)
35:00 Run @ Zone 2-3
*around the halfway mark, find a 60-80m hill and run it 6-8x @ strong pace
*walk down as rest
*once finished with the intervals, continue with your zone 2-3 run
+
5min Walk 
Hip Flexor Mobility Checklist","Sept-27

A. 12 minute Row
*every 3 minutes, including minute 0, perform:
-10 cat cows
-10 bird dogs
-20 second leaning wrist stretch
-10 Glute Bridges
+
B. 3 rounds:
-12 calf raises
-30 second calf stretch / side
-3-5 Rope Pull-ups
-10 Banded Good Mornings
+
C. LCA Snatch Warm-Up
+
D. Every 3:00 x 6 Sets:
-1 Snatch High Pull + 1 Snatch*
-3/3 DB OHS - heavy
-3-5 RMU**
*start ~70% & build to ~90%
**if this is easy, practicing rising RMUs (ie. catching high)
+
E. Rehearsal:
2 rounds:
-100m run
-1 Rope Climb
-2 Sandbag over shoulder
-50' Sandbag carry
-Rest as needed between rounds
+
""Smith & Wesson""
[Complete in 20/14# Weight Vest]
AMRAP 10:00
-100m Run
-1 Rope Climb 15ft
-5 Sandbag Over Shoulder 150/100lb
-200m Run
-2 Rope Climbs 15ft
-5 Sandbag Over Shoulder
-400m Run
-4 Rope Climbs 15ft
-Max Bearhug Sandbag Carry in Remainder*
*50ft Sandbag Lengths (50ft = 1 Rep)
+
EMOM 15:00
1) 15s Box Jump Over 30/24""
2) 15s Sandbag over Yoke* 150/100lb to 45""
3) 15s Row @ Strong Pace
*sub bar banded to the j-cups in a rack
+
[extra credit]
15-20:00 @ Zone 2
*Pick Single Modality for Duration","Sept-28

(Rest)",Averages
0,,,,,,,0
0,,,,,,,0
,"400 @ 12.5 kph -- 200 @ 11.0 kph -- 800 @ 11.7 kph -- 200 @ 11.0 kph
5890 M Total (8:05 - 8:09 - 8:16 / mile -- 11.8 kph overall) / 3:42-3:35-3:45",,,,,,
,,,,,,,
"Sept-15

(Snatch)
A. AMRAP 8:00: Alt TGU's
(min 1-4: 35lb)
(min 5-8: 53lb)
*At 2,4,6:00 complete: 20 Air Squats
(vary squat stance width, toe-in / out, how upright torso is, etc.)
+
10min Self-Directed Snatch Mobility
5min Empty BB Prep
+
D. 3 Sets: (rest 3min b/t)
E90s x 5: 1 Squat Snatch*
*set 1: start at 155 & add 10lb ea
*set 2: start at 165 & add 5-10lb ea
*set 3: start at 175 & add 5-10lb ea
(goal is successful lifts over top load hit)

(Squat Primary)
A. Every 90s x 6 Sets:
-2 Band-Resisted Speed Front Squat 
*bar weight @ 50% and moderate band tension
*stand up each rep AFAP
B. 30 Front Squat for Time @ 205lb
*no rack
*make sure to hit depth / standard
C1. Couch Stretch (3 x 1:30 / side)
C2. Frog Stretch (3 x 1:30)

(Overhead 1)
A. KB Z-Press (3 x 6-8) 26's
B. Band-Assisted sHSPU (6 x AMRAP-2)
*rest 2:00 b/t
C. Lu Raises (1 x AMRAP)
*10lb / Hand 
*light and high rep
*take it to true momentary muscle failure

(Flux Intervals)
3 Rounds
-4:00 Echo @ Max Recovery Pace
-Rest 1:00-
-4:00 AMRAP @ Highest Repeatable Pace
--35 Double Unders
--8 Snatch 75lb
--8 Overhead Squat 75lb
--8 Burpee; Lateral over Bar
-Rest 1:00-
...after final set, go into...
10min Echo @ Zone 2 PACE*
*use normal zone 2 paces (not live HR)
+
2 Rounds
1min Elevated Achilles Stretch / side
1min Elevated Pigeon Stretch / side
1min Seated Biceps Stretch","Sept-16

(Run 1)
3min Walk
3min Run @ Easy
3min Dynamic Run Prep
3min Run @ Moderate
3min: 20s Run, 40s Walk
+
[Above / Below Intervals]
AMRAP 25:00
-400m Run @ 10k Pace -10-15s / Mile
-200m Recovery Jog
-800m Run @ 10k Pace +10-15s / Mile
-200m Recovery Jog
+
5min Walk 
5min Box Breathing @ 4444

(Interval 1)
1k Ski @ Ramping Pace
Hanging Gym Prep Routine; on high rings
10:00 Choice HS Skill Work
+
Every 6:00 x 3 Sets:
*set 1:
30 Cal Echo
15 CTB
5 Thrusters 135lb
*set 2:
30 Cal Echo
10 BMU
5 Thrusters 135lb
*set 3:
30 Cal Echo
5 BMU 
10 CTB
5 Thrusters 135lb
...after final set immediately into...
10min AirBike @ Recovery Pace
+
10min Bike Flush
Foam Roller Routine","Sept-17

Deload - Single Session Day

A. KB Windmill (3 x 5/5) 53lb
B. Choas OHS (3 x 3) @ 3333
C. Push Press (5 x 3) RPE 6
*light & crisp
D. Deadlift (5 x 3) 315lb
*deadstop with controlled lower
+
E. EMOM 24:00
1) 40 DU
2) 5/5 DB Clean & Jerk 50lb
3) Recovery Row
4) 2 Rope Climbs
5) 7 Burpee over Rower
6) Recovery Row
+
F. 10:00 BFR Ski @ 60% LOP
*zone 2 heart rate","Sept-18

Deload - Recovery Swim

*open-ended, keep it easy
*let me know what you do","Sept-19

(Overhead 3)
A. HS Prep Routine
B. Static HS Holds (5:00 of Practice)
C. sHSPU (5 x 2.2.2.2.2)
*rest 3:00 b/t on echo
*rest as needed b/t clusters to be successful

(Squat Support)
E5M x 4 Sets:
-8 Overhead Squat @ RPE 8
-Max Back Squat, Until 1:00 Mark

(Interval 2)
4 Sets: (rest 1:1)
-30 Calorie Row*
-2x25ft HSW
-6 RMU
-12 Burpee to Ring Touch
*ramp pace every 10 cals

(Easy Run Interruption)
30:00 Run @ Zone 2-3
*around the halfway mark, find a 60-80m hill and run it 6-8x @ strong pace
*walk down as rest
*once finished with the intervals, continue with your zone 2-3 run
+
5min Walk 
Hip Flexor Mobility Checklist","Sept-20

2:30 AirBike; easy, nasal
2:30 Row; easy, nasal
+
A1. Cossack Squat (4 x 6)
A2. Side Body Stretch (4 x 10s ea)
A3. ATG Split Squat; Front Feet Elevated (4 x 8) split
A4. Strict Press (4 x 5) empty bar
*1s pause in rack & overhead
A5. PNF Elevated Cat (4 x 10s)
B1. 4 Sets: (empty bar)
-4 RDL + 4 Hang Muscle Clean + 4 Front Squat + 4 Push Press
*additional joint prep b/t sets as needed
C. Power Clean + Push Jerk (4-5 x 1.1.1)
*start light and build
*end at your barbell beep test wt
+
""Barbell Beep Test""
Perform 1 Clean & Jerk, Until Failure
*Rx: 185/125lb
+
Move Through @ Cruise Pace
*not a metcon, just simple conditioning*
-50 Wall Ball
-50 Toes-to-Bar
-50 Box Jump Over 24""
-50 Calorie Row
-50 Wall Ball
-50 GHD
-50 Burpee to Bar Touch
-50 Calorie Row
+
5min Easy AirBike
Hip Flexor Mobility Checklist
5min Box Breathing @ 4444","Sept-21

(Rest)",Averages
0,,,,,,,0
0,,,,,,,0
155-175-175-185-195 / 165-175-185-185-205 / 175-185-195-205-215 / 1:58 / 3-7-5-7-6-7 / 6+53,"400 @ 12.5 kph -- 200 @ 11.0 kph -- 800 @ 11.7 kph -- 200 @ 11.0 kph
5004 M Total (8:08 - 8:01 - 7:58 / mile) / 2:07-2:27-2:55",,,1:56-1:43-1:50-1:51-2:10 / 3:49-3:43-3:53-4:31,"Did class yesterday. Long grinder. So did half of this today, along the barbell beep test. Getting ready for the week. 21 reps / 10:25",,
,,,,,,,
"Sept-8

(Snatch)
A. AMRAP 8:00: Alt TGU's
(min 1-4: 35lb)
(min 5-8: 53lb)
*At 2,4,6:00 complete: 20 Air Squats
(vary squat stance width, toe-in / out, how upright torso is, etc.)
+
10min Self-Directed Snatch Mobility
5min Empty BB Prep
+
Snatch Waves (3 Sets)
-1.1.1 @ RPE 7 - pow-pow-sq
-1.1 @ RPE 8 - pow-squat
-1 @ RPE 8.5-9 - squat
*change your weight, then rest 60-90s b/t waves
*rest 2-3min b/t sets
*looking for small / doable increases from last week but should be touch some intensity / load today

(Squat Primary)
A. Front Squat: Find Heavy Single
B. Back Squat (3 x 10) 60%
*rest 90s b/t
C1. Couch Stretch (3 x 1:30 / side)
C2. Frog Stretch (3 x 1:30)

(Overhead 1)
A. KB Z-Press (3 x 6-8) 26's
B. Band-Assisted sHSPU (5-6 x AMRAP-2)
*see video for set
C. Lu Raises (2 x AMRAP)
*reducing this to two sets, but I'm looking for true momentary muscle failure as ""amrap""
D. Banded Face Pull (3 x 15-20)
*2s hold at neck, 2s return

(Flux Intervals)
3 Rounds
-4:00 Echo @ Easy Pace
-4:00 AMRAP @ 85-90% Effort
---6 BBJO 24""
---6 BB Hang Clean to OH 115lb
---25ft BB Walking Lunge - held anyhow
...into...
10min Easy Echo
+
2 Rounds
1min Elevated Achilles Stretch / side
1min Elevated Pigeon Stretch / side
1min Seated Biceps Stretch","Sept-9

(Run 1)
3min Walk
3min Run @ Easy
3min Dynamic Run Prep
3min Run @ Moderate
3min: 20s Run, 40s Walk
+
3 Sets: (rest 3:00 b/t)
-10:00 Run; Zone 3 --> 4
*use live HR
*walk first 90s of rest
+
5min Walk 
5min Box Breathing @ 4444

(Interval 1)
1k Ski @ Ramping Pace
Hanging Gym Prep Routine; on high rings
10:00 Choice HS Skill Work
+
AMRAP 20:00 @ 70-80% Effort
*0-10min...
-15 Cal Ski
-30ft Prowler Push @ Moderate
-Rest 60s-
*0-10min...
-15 Cal BikeErg
-30ft Prowler Push @ Mod-Heavy
-Rest 60s-

(Short MetCon)
E10M x 3 Sets:
-20 Calorie Row
-2 LLRC
-20 Calorie Row
-6 RMU
+
10min Bike Flush
Foam Roller Routine","Sept-10

(Overhead 2)
A. Jerk Warm-Up 1.0
*includes some pause jerks in warm-up
B. BTN SJ
(4 x 2) Build to RPE 6
(3 x 1) Build to RPE 8
C. Power Clean & Jerk: Find Heavy Single
*training / technical max

(Inversion / Hinging)
4 Sets: (rest 2:00 b/t)
AMRAP 2:00
-2...4...6... Deadlift 315lb
-1...2...3... Inversion Complex
*one complex: wall walk + wf hspu
(looking for repeatable or improving scores)

(Long MetCon)
For Time @ Cruise Pace
-100 DB HC&J 50lb
-100 Drag / Heavy DU
-100 TTB
-100 Burpee over Bar; anyhow
*looking for this to be foundational style work, not a beat down that it easy could be

(Aerobic Support)
3 Rounds @ Zone 2-3 Live HR
-5:00 Ski
-5:00 Run","Sept-11

(Rest)

*Optional Swim*","Sept-12

(Clean & Jerk)
A. Clean & Jerk Warm-Up 2.0
B. Every 2:00 x 6 Sets:
-1 Squat Clean & Jerk + 1 Power Clean + 1 Squat Clean
*start at 65% and build to RPE 8.5

(Overhead 3)
A. Static HS Holds (5:00 of Practice)
B. sHSPU (6 x 2.2.2.2)
*rest 2:00 b/t on echo
*rest as needed b/t clusters to be successful

(Squat Support)
E5M x 4 Sets:
-5 Back Squat 75-78%
-5 Length Sandbag Bearhug Carry 150 (25ft)

(Interval 2)
5min Easy Echo
5min to Prep Mvmts
+
4 Sets: (rest 1:1)
-30 Calorie Row*
-20 TTB
-10 BBJO 24""
*ramp pace every 10 cals

(Run 2)
3 Sets: (rest 3:00)
8:00 Run @ Zone 3 --> 4
*keep it nasal as long as you can
+
5min Walk 
Hip Flexor Mobility Checklist","Sept-13

7:00 AirBike @ Easy Pace
-E90s (-0:00): 10s Sprint
+
A. Squat Sequence 2.0
B1. Choice Front Rack Prep (3 Sets / side)
B2. Strict Knees-to-Elbows; on bar (3 x 4-6)
B3. BB Good Morning (3 x 5) empty bar
B4. Dual KB Front Squat (3 x 5) 3s lower
*light,mod,mod-heavy
+
C. Every 2:00 x 12 Sets:
*sets 1-4: 
-1 Turkish Get-Up / arm; build to heavy
...
*sets 5-8:
-5 Dual KB Hang Snatch; build to heavy
...
*sets 9-12:
-3-Position Clean; build to heavy
*above the knee, below the knee, floor
+
D. Specific Prep // 3 Sets:
-1 Legless Rope Climb
-1-2 Sandbag Cleans
...
Rehearsal - Complete @ Wko Pace
-25/20 Cal AirBike
-3 SB Cleans @ Wko Wt
-1-2 LLRC 15ft
+
""Down & Dirty""
4 Rounds for Time (20:00 Cap)
-25/20 Calorie AirBike
-5 Sandbag Clean 150/100lb
-2 Legless Rope Climb 15ft
*if you have a heart rate monitor, wear it, and send me the graph afterwards
+
6 Rounds [extra credit]
-400m Run @ 5k Effort / Pace
-2:00 AirBike @ Max Recoverable Pace
+
5min Easy AirBike
5min Hip-Centric Mobility
5min Box Breathing @ 4444","Sept-14

(Rest)",Mmppppp
0,,,,,,,0
0,,,,,,,0
165-185-205 / 215-235-255-275-295-315-330 / 230 / 2+6–2+6–2+6 (7+1),2253-2216-2197,28:14 (sped up the breaks) / ~ 14 reps / minute,,"2:52-2:53-2:59-2:58 / 1601-1551-1519 (basically max effort over that time domain at nasal only — HR reflects this, so I think this is a helpful approach)",11:58 / 1:48-1:47-1:45-1:46-1:45-1:44,,
,,,,,,,
